squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
33260,63,0,0.0,57.0,95965,7.0,5,2019.0,,1,7987,,997.0,1,7.0,3328632.9
74169,49,1,,39.0,44714,7.0,3,,1.0,1,9717,,233.0,1,5.0,7421839.5
1271,87,0,0.0,8.0,3718,,1,2010.0,1.0,0,3446,7961.0,393.0,1,6.0,128255.0
61435,45,1,1.0,64.0,34008,7.0,1,1999.0,,1,6580,2232.0,630.0,0,,6155348.9
94934,54,0,1.0,90.0,44933,,7,2007.0,1.0,0,325,4079.0,563.0,0,1.0,9499856.7
94904,5,1,0.0,27.0,96404,7.0,8,,1.0,0,1808,5225.0,651.0,1,5.0,9497623.0
10944,27,1,0.0,30.0,57917,,1,,0.0,0,1858,6423.0,207.0,0,6.0,1099743.7
39171,90,1,1.0,18.0,79154,,10,2002.0,0.0,1,5721,6625.0,232.0,0,7.0,3923469.2
28495,61,1,1.0,89.0,65868,9.0,10,2013.0,,0,9180,9567.0,298.0,0,8.0,2860568.3
54250,57,1,0.0,23.0,95592,,10,,1.0,0,9177,5278.0,802.0,0,1.0,5431886.1
53001,94,1,0.0,64.0,88980,5.0,5,,0.0,0,5989,9167.0,454.0,0,,5306618.6
4299,28,1,1.0,61.0,9661,1.0,7,2018.0,0.0,0,5226,2885.0,225.0,0,4.0,441384.8
8978,57,1,1.0,16.0,77263,,3,1990.0,,0,4408,3138.0,826.0,0,5.0,905148.0
66542,15,0,1.0,53.0,94714,4.0,1,1997.0,0.0,1,6602,9735.0,195.0,0,2.0,6659594.7
90179,16,0,1.0,24.0,46384,,4,2021.0,,1,7306,3548.0,228.0,1,6.0,9022516.1
15724,37,1,1.0,91.0,68998,7.0,8,,,1,7229,3151.0,444.0,1,9.0,1589321.9
35523,78,0,1.0,84.0,74615,8.0,10,,1.0,0,5066,5368.0,945.0,0,,3560958.9
71443,26,0,0.0,56.0,50391,1.0,9,2003.0,1.0,0,6685,438.0,413.0,1,9.0,7146766.3
84930,73,0,0.0,40.0,34819,7.0,7,2017.0,0.0,1,8319,7035.0,716.0,0,3.0,8496751.7
44637,13,0,1.0,51.0,81873,5.0,10,2021.0,,1,3965,6519.0,385.0,1,,4473507.1
40089,58,1,1.0,42.0,45594,,1,1999.0,0.0,1,5976,9983.0,993.0,0,10.0,4016591.9
92942,51,0,0.0,38.0,85018,9.0,10,,1.0,0,389,4924.0,513.0,1,3.0,9298850.1
66099,73,0,1.0,96.0,44712,5.0,6,,0.0,1,981,2723.0,441.0,0,,6616281.4
55320,47,1,1.0,77.0,19898,3.0,9,1998.0,0.0,0,6927,2279.0,433.0,1,0.0,5542804.8
42346,22,1,1.0,4.0,22255,1.0,2,1998.0,,0,1953,1871.0,997.0,0,4.0,4241310.8
69778,12,0,0.0,98.0,77479,10.0,9,,,1,7906,6896.0,141.0,1,9.0,6988206.1
87565,24,0,1.0,83.0,37643,5.0,2,2005.0,1.0,0,7926,5573.0,790.0,0,,8760812.5
59234,74,1,1.0,91.0,28557,,10,1991.0,1.0,0,2578,7925.0,528.0,0,9.0,5936567.1
10838,90,0,0.0,51.0,10683,2.0,4,2011.0,0.0,0,5863,4569.0,413.0,1,9.0,1086957.1
10821,71,1,1.0,97.0,53893,5.0,7,,,1,8154,4918.0,297.0,0,,1100557.1
67531,64,1,0.0,,31977,3.0,4,,0.0,0,6449,5033.0,478.0,0,7.0,6760858.2
66542,19,0,0.0,,39638,1.0,9,2004.0,,1,1773,6223.0,502.0,1,4.0,6660410.4
87294,92,1,0.0,80.0,86427,4.0,7,,1.0,1,7378,8728.0,575.0,1,2.0,8740010.2
69648,9,0,0.0,3.0,14857,3.0,9,,0.0,1,7249,,620.0,0,5.0,6965618.1
6373,91,1,0.0,88.0,69547,9.0,1,2015.0,,0,5343,6200.0,692.0,1,,646190.5
56126,98,0,0.0,92.0,1458,8.0,2,1998.0,0.0,0,2765,2034.0,825.0,1,,5622399.8
47373,80,0,1.0,60.0,91272,5.0,1,1997.0,,0,3801,7674.0,223.0,0,8.0,4744247.7
70346,18,1,0.0,83.0,13840,4.0,1,2007.0,0.0,0,3350,2323.0,772.0,1,5.0,7041725.7
59009,42,0,1.0,88.0,70478,6.0,5,,,1,6191,4612.0,375.0,0,6.0,5908459.6
13982,75,1,1.0,71.0,93680,10.0,5,2016.0,,0,462,8938.0,564.0,1,6.0,1408422.6
17687,33,0,0.0,58.0,23804,1.0,6,,,0,4510,9564.0,725.0,0,6.0,1771295.9
83606,57,0,0.0,81.0,23295,2.0,2,,0.0,0,3933,4753.0,461.0,1,3.0,8365435.2
54111,7,1,1.0,58.0,80658,,10,2016.0,1.0,0,6646,6687.0,261.0,0,4.0,5418802.6
88554,37,1,0.0,,96016,3.0,6,,0.0,1,1261,6205.0,850.0,0,10.0,8859758.0
41309,44,1,0.0,5.0,72437,,5,,0.0,1,6009,,162.0,0,3.0,4136015.3
87066,47,0,1.0,99.0,36376,7.0,10,2020.0,1.0,0,8057,1919.0,866.0,1,3.0,8718414.0
27921,84,1,0.0,41.0,12300,,4,2002.0,1.0,1,842,8594.0,153.0,1,2.0,2799272.2
34723,46,0,1.0,41.0,24571,,8,2003.0,0.0,0,3190,1968.0,414.0,1,5.0,3476474.3
76929,46,0,1.0,16.0,1682,6.0,5,,0.0,0,922,4043.0,748.0,1,9.0,7696040.9
29141,92,1,1.0,67.0,44478,8.0,9,1999.0,0.0,0,6084,9175.0,286.0,0,3.0,2926194.9
17583,54,0,1.0,86.0,98489,9.0,3,,,1,6237,6677.0,675.0,1,,1765645.0
59501,23,0,0.0,,20054,9.0,6,2011.0,1.0,0,1220,5162.0,341.0,0,3.0,5956711.1
24537,6,0,0.0,21.0,40757,6.0,7,,0.0,0,6984,1422.0,135.0,1,0.0,2455081.4
83641,37,0,0.0,22.0,11236,7.0,4,,,1,3871,1612.0,210.0,1,3.0,8365598.6
16046,11,0,0.0,41.0,13530,1.0,5,2017.0,0.0,0,4718,3375.0,139.0,0,7.0,1606409.7
84791,74,1,1.0,,19649,5.0,9,2001.0,0.0,0,960,9280.0,535.0,1,1.0,8490703.1
86215,79,0,1.0,43.0,59061,,3,,0.0,1,3203,2619.0,203.0,1,7.0,8630496.6
46356,30,1,1.0,81.0,74337,,6,2007.0,0.0,1,4688,7566.0,774.0,0,7.0,4648974.7
77196,2,1,0.0,94.0,55058,3.0,3,1991.0,1.0,1,9702,4872.0,330.0,1,1.0,7726722.1
5725,16,1,0.0,21.0,13057,3.0,9,2009.0,1.0,1,4343,7107.0,498.0,1,6.0,576509.9
84322,39,1,0.0,11.0,57146,,2,2007.0,0.0,1,2794,6714.0,152.0,0,,8437871.7
25602,39,1,0.0,90.0,89965,7.0,7,2006.0,0.0,0,4297,1395.0,685.0,1,1.0,2568817.6
19857,30,1,1.0,,34292,9.0,4,,0.0,1,5887,4527.0,361.0,1,1.0,1994317.6
49033,16,0,0.0,38.0,92101,,1,2018.0,,1,5064,6624.0,494.0,0,10.0,4907507.8
65369,9,0,0.0,50.0,20095,,3,1999.0,1.0,1,7890,6798.0,110.0,0,,6539399.9
27428,23,0,0.0,61.0,26581,4.0,8,2008.0,,0,5843,4867.0,369.0,0,,2746938.8
38057,21,1,1.0,99.0,75549,3.0,4,2007.0,,0,5824,1357.0,964.0,1,,3820611.7
29273,36,0,0.0,46.0,21071,3.0,1,2000.0,1.0,1,6821,9662.0,208.0,0,,2930120.0
76712,48,0,1.0,10.0,49336,2.0,2,2001.0,1.0,1,3408,1120.0,543.0,0,,7675385.1
44917,89,1,1.0,86.0,12473,,6,1994.0,0.0,0,5000,7850.0,897.0,0,3.0,4504064.4
45390,22,1,1.0,59.0,1136,6.0,7,,1.0,0,4896,,718.0,1,6.0,4545301.1
45889,16,0,1.0,31.0,69679,10.0,10,2021.0,1.0,0,9483,4589.0,491.0,0,2.0,4593571.1
65280,11,0,1.0,28.0,23446,2.0,5,2019.0,0.0,0,4415,9342.0,358.0,0,5.0,6531738.9
72050,59,1,0.0,54.0,74407,2.0,6,2005.0,,0,45,66.0,311.0,1,,7214204.5
98712,28,1,1.0,79.0,72034,9.0,3,,1.0,1,4712,1946.0,553.0,1,7.0,9881657.2
22713,33,1,0.0,25.0,40380,,3,,1.0,0,3257,2841.0,824.0,0,,2277018.4
67105,12,1,0.0,87.0,45851,3.0,7,2014.0,1.0,0,2199,4940.0,949.0,1,,6716149.4
96562,20,1,0.0,99.0,56610,5.0,7,,1.0,1,696,2185.0,310.0,0,7.0,9662306.9
60368,100,0,1.0,21.0,27622,9.0,3,,1.0,1,6195,6996.0,384.0,0,5.0,6043393.8
99820,12,0,0.0,72.0,18601,7.0,4,1994.0,,0,4603,7793.0,401.0,1,2.0,9987501.4
12386,19,1,1.0,5.0,95375,2.0,6,,0.0,1,1634,,259.0,1,,1248980.8
49425,14,1,1.0,79.0,77532,,8,1996.0,0.0,1,710,4184.0,464.0,0,9.0,4952474.6
13628,79,1,0.0,60.0,11666,,8,,,0,8364,8352.0,992.0,1,6.0,1368408.3
30779,64,0,0.0,28.0,64577,5.0,1,2020.0,0.0,0,2087,9696.0,635.0,1,,3080536.0
92770,79,1,1.0,12.0,63155,8.0,2,2011.0,0.0,1,2888,8347.0,377.0,1,7.0,9282866.1
83104,50,0,1.0,80.0,46701,10.0,3,2005.0,1.0,0,1123,555.0,245.0,0,9.0,8317986.5
97284,89,1,1.0,24.0,5628,9.0,5,2010.0,0.0,0,7150,3904.0,496.0,1,,9738363.0
5977,71,0,0.0,12.0,97392,1.0,1,2005.0,1.0,0,8767,3484.0,418.0,0,,599038.5
48179,49,1,0.0,63.0,9107,,9,,0.0,1,3572,2632.0,447.0,1,,4821918.7
71000,15,0,1.0,69.0,50253,4.0,10,2006.0,0.0,0,8486,4957.0,948.0,0,,7105944.6
2246,14,0,0.0,46.0,35071,,1,2015.0,0.0,1,9881,6101.0,384.0,0,7.0,226661.5
97491,95,0,0.0,97.0,83428,6.0,1,1992.0,0.0,0,5197,8532.0,878.0,1,,9753285.2
98267,55,0,0.0,15.0,32069,,7,,,1,4610,8988.0,425.0,0,,9828650.9
34837,4,0,1.0,51.0,72956,,6,,,0,3723,2769.0,524.0,0,4.0,3492788.5
25996,3,1,1.0,18.0,9008,,4,2014.0,0.0,0,8070,9854.0,685.0,0,4.0,2607460.4
52151,56,1,1.0,1.0,44813,,8,2011.0,,0,4450,9406.0,405.0,1,10.0,5221936.1
36327,41,1,0.0,7.0,52894,9.0,1,1994.0,1.0,1,4907,8554.0,500.0,0,1.0,3635910.4
28285,2,1,0.0,21.0,82763,5.0,9,2015.0,,1,9324,8103.0,433.0,1,,2833869.5
15451,78,1,1.0,30.0,61184,5.0,7,,1.0,1,3747,1154.0,249.0,1,7.0,1553369.9
55624,86,0,1.0,34.0,73242,4.0,4,,0.0,0,3030,8481.0,377.0,1,2.0,5565335.3
41007,20,1,,67.0,8033,,2,2007.0,1.0,1,1291,8564.0,308.0,1,8.0,4113915.7
82678,38,0,1.0,62.0,85684,7.0,3,2017.0,1.0,1,7282,3774.0,364.0,0,1.0,8273923.7
88822,58,0,0.0,35.0,83091,1.0,10,,,0,6495,4963.0,921.0,0,,8885730.8
25492,13,1,1.0,37.0,82141,,9,1998.0,0.0,0,8111,1965.0,641.0,1,,2554328.8
29708,99,1,1.0,83.0,13604,7.0,1,2018.0,0.0,0,17,6913.0,969.0,1,4.0,2986343.8
61254,49,1,1.0,30.0,42390,9.0,6,1995.0,,0,8988,9390.0,592.0,1,4.0,6133621.5
47559,33,0,0.0,66.0,52507,6.0,1,2018.0,1.0,0,6654,5134.0,854.0,1,7.0,4762739.8
34308,100,1,1.0,58.0,80379,10.0,1,2019.0,0.0,0,1470,1900.0,198.0,0,,3440386.9
99913,52,1,0.0,83.0,94376,4.0,1,,1.0,1,6217,6113.0,493.0,0,6.0,9998090.4
29824,89,1,0.0,24.0,11501,6.0,1,1993.0,,1,3653,9737.0,253.0,0,,2986708.3
96931,49,0,1.0,98.0,88234,5.0,3,1999.0,0.0,0,3644,9284.0,165.0,0,5.0,9703396.9
13194,75,0,1.0,16.0,41855,3.0,9,2020.0,0.0,1,4236,3170.0,929.0,1,,1325734.0
7597,51,1,0.0,90.0,19027,6.0,4,,,1,874,3224.0,900.0,0,,763978.3
74943,2,1,0.0,10.0,68695,7.0,8,,0.0,0,9626,6679.0,953.0,0,6.0,7496206.6
68224,12,1,0.0,14.0,59027,7.0,2,,0.0,1,1292,6865.0,525.0,1,,6826969.7
27233,34,0,1.0,41.0,4632,,8,2021.0,0.0,1,8478,9374.0,131.0,1,,2728421.1
99821,41,0,0.0,12.0,55795,2.0,1,2001.0,0.0,1,1812,7245.0,152.0,1,,9982792.1
55575,65,0,1.0,64.0,58248,8.0,7,2001.0,0.0,1,6170,3102.0,244.0,0,,5563122.1
56616,88,0,1.0,,80605,4.0,5,,0.0,1,5788,7079.0,818.0,1,2.0,5666924.4
48352,23,0,0.0,11.0,29157,8.0,9,1990.0,0.0,0,3916,9015.0,562.0,1,2.0,4836393.0
21503,2,1,1.0,74.0,13188,,1,2004.0,0.0,0,8279,1092.0,824.0,1,,2159844.4
34291,33,0,1.0,37.0,81990,6.0,5,1991.0,0.0,1,9105,9238.0,401.0,0,8.0,3434499.1
71353,95,0,1.0,21.0,25019,9.0,1,,,0,2488,4532.0,740.0,1,,7142339.9
30871,43,1,1.0,66.0,15631,5.0,7,1992.0,1.0,1,4040,558.0,641.0,0,,3101000.2
77012,50,1,0.0,18.0,9235,1.0,5,2006.0,1.0,0,457,8971.0,483.0,0,4.0,7704558.6
64021,14,1,1.0,39.0,75048,7.0,1,2018.0,1.0,1,2634,4578.0,247.0,0,,6412082.8
98124,34,1,1.0,36.0,16068,8.0,4,2002.0,,0,9507,8660.0,601.0,0,0.0,9821245.2
59195,39,1,0.0,,85788,2.0,9,2010.0,,1,5995,4387.0,478.0,0,,5923843.0
82275,70,0,0.0,59.0,77570,2.0,10,2012.0,0.0,1,5408,6981.0,551.0,1,0.0,8230302.2
34213,78,0,0.0,52.0,83036,9.0,8,,1.0,0,6992,8442.0,754.0,0,,3424803.0
62399,36,0,1.0,51.0,39887,,8,2011.0,1.0,0,8250,5286.0,185.0,1,8.0,6246364.1
12831,41,1,0.0,16.0,38929,8.0,3,,0.0,0,9668,3820.0,969.0,0,5.0,1288685.5
55691,54,0,0.0,46.0,54845,,8,,0.0,0,5173,7652.0,449.0,0,,5574008.0
72365,58,1,1.0,79.0,26962,2.0,10,,0.0,1,5829,7145.0,984.0,1,8.0,7248658.3
98840,48,0,0.0,6.0,82101,6.0,4,2005.0,1.0,1,3563,4620.0,833.0,1,6.0,9885470.5
64027,94,0,1.0,34.0,30165,5.0,8,2021.0,0.0,0,4663,7557.0,860.0,1,9.0,6408770.1
25745,70,0,1.0,53.0,41005,,7,2020.0,0.0,1,8242,,457.0,1,2.0,2583236.0
58971,82,0,0.0,67.0,92533,9.0,3,2019.0,0.0,1,1799,398.0,876.0,0,4.0,5901033.9
34159,84,0,1.0,25.0,16990,10.0,9,2004.0,1.0,0,6456,6496.0,467.0,0,10.0,3420308.4
63017,23,0,1.0,33.0,21265,10.0,10,1999.0,0.0,1,8223,5786.0,404.0,1,,6307594.9
40570,68,1,0.0,,21120,10.0,9,,1.0,0,1565,137.0,229.0,1,0.0,4060237.1
60307,34,0,0.0,31.0,86593,,7,1991.0,0.0,1,9401,2016.0,230.0,0,2.0,6031864.1
29269,98,0,0.0,10.0,27846,5.0,1,1994.0,,1,2305,4150.0,616.0,1,0.0,2928059.4
9916,17,1,1.0,2.0,29645,,1,1995.0,1.0,1,8357,7306.0,521.0,1,,997349.5
79408,59,1,0.0,86.0,21833,10.0,8,1992.0,0.0,1,7716,2641.0,577.0,0,5.0,7948588.2
10001,74,1,0.0,93.0,3767,2.0,5,2015.0,1.0,0,1629,9289.0,998.0,0,,1006263.5
82835,85,1,1.0,68.0,45044,,5,2007.0,1.0,0,8099,1033.0,547.0,1,5.0,8290732.7
65953,9,1,0.0,9.0,10399,5.0,2,1999.0,1.0,1,3460,8575.0,383.0,0,,6599401.9
52689,92,1,0.0,43.0,93189,7.0,10,,1.0,1,6782,6414.0,342.0,0,,5273689.3
91973,88,0,0.0,14.0,69385,6.0,10,,,1,6767,4760.0,621.0,1,3.0,9198800.1
13840,16,1,1.0,93.0,62438,7.0,6,1995.0,0.0,1,1309,6446.0,840.0,1,5.0,1393777.5
70556,83,0,1.0,10.0,33392,,9,,,1,1421,697.0,879.0,1,4.0,7059493.9
57612,88,1,1.0,31.0,95395,1.0,8,2010.0,0.0,0,2828,4753.0,116.0,0,,5767803.0
42052,69,1,0.0,68.0,79355,10.0,1,2016.0,0.0,1,1548,2218.0,833.0,0,7.0,4211525.6
50982,58,1,0.0,73.0,52386,,8,,1.0,1,372,8941.0,438.0,0,,5105930.7
35452,39,1,1.0,59.0,79821,2.0,9,,0.0,1,7714,3481.0,326.0,0,10.0,3555588.6
69957,64,1,1.0,45.0,21174,4.0,9,2000.0,1.0,1,6641,8594.0,557.0,1,8.0,7007658.0
62330,29,1,1.0,50.0,5529,10.0,3,,0.0,0,7395,647.0,931.0,1,,6242179.7
31492,64,0,0.0,28.0,57281,4.0,5,2020.0,0.0,0,2546,1902.0,475.0,0,,3149910.0
90444,70,0,0.0,34.0,77423,,5,2001.0,0.0,1,7534,6827.0,281.0,0,,9045666.1
87577,85,1,1.0,97.0,40642,8.0,6,2005.0,0.0,1,5100,7639.0,752.0,0,,8772102.5
85955,72,0,0.0,56.0,69575,3.0,1,2015.0,0.0,1,4303,2197.0,408.0,1,2.0,8601595.5
97406,47,1,1.0,72.0,48318,10.0,10,,1.0,1,1911,,146.0,0,3.0,9750051.9
51547,93,0,1.0,77.0,1263,3.0,6,2006.0,0.0,1,1583,9597.0,877.0,0,,5164202.6
21952,25,0,0.0,82.0,65512,2.0,10,2018.0,0.0,0,7602,6565.0,728.0,1,5.0,2201323.8
65136,28,0,0.0,86.0,17385,3.0,3,,1.0,0,9465,3198.0,188.0,1,8.0,6517333.6
75626,23,0,1.0,31.0,60854,,4,2003.0,,1,2591,5687.0,659.0,1,5.0,7570125.3
42065,22,0,0.0,68.0,19479,1.0,1,2001.0,1.0,1,7010,6508.0,108.0,1,4.0,4210618.1
40437,39,0,0.0,6.0,79510,8.0,9,1992.0,1.0,1,3597,4190.0,440.0,1,9.0,4045077.2
58610,9,0,0.0,,32703,,2,2012.0,1.0,1,2014,6018.0,644.0,1,1.0,5868889.2
74737,48,1,1.0,29.0,90335,,2,2002.0,1.0,0,6054,203.0,797.0,1,4.0,7479745.2
68999,56,1,1.0,38.0,4761,1.0,8,2020.0,1.0,1,7260,7608.0,437.0,1,3.0,6912274.0
11303,17,1,0.0,93.0,10912,,10,,0.0,0,7036,6324.0,272.0,1,,1138807.0
68681,57,0,1.0,15.0,54007,,3,2008.0,,0,906,8572.0,690.0,1,7.0,6870787.8
96134,2,0,0.0,61.0,97926,8.0,9,2016.0,0.0,1,8390,6136.0,400.0,1,,9616397.6
59889,91,1,0.0,60.0,152,9.0,7,2016.0,0.0,0,5106,2495.0,232.0,0,0.0,5997892.6
58706,20,1,1.0,38.0,45218,5.0,1,1993.0,,0,217,,205.0,0,2.0,5879090.3
187,96,1,1.0,46.0,10784,7.0,2,2019.0,0.0,0,9680,5250.0,134.0,0,10.0,26533.9
74218,47,1,0.0,74.0,67746,,4,2010.0,,1,7468,8136.0,524.0,1,6.0,7430737.0
36795,81,0,1.0,60.0,95604,10.0,10,1995.0,0.0,0,4579,5016.0,139.0,1,7.0,3682712.5
21208,91,1,0.0,13.0,21708,5.0,1,2011.0,0.0,0,7107,235.0,614.0,0,4.0,2125947.1
41264,20,1,0.0,41.0,18868,1.0,2,2006.0,0.0,1,970,4874.0,100.0,0,8.0,4134223.6
1618,19,0,1.0,83.0,47041,,5,2003.0,0.0,1,7153,5942.0,113.0,1,4.0,171840.3
87245,35,1,0.0,37.0,88555,1.0,8,1997.0,0.0,1,2924,9744.0,942.0,0,2.0,8729428.7
54831,88,1,0.0,81.0,76550,5.0,3,2001.0,0.0,1,7826,8499.0,822.0,1,,5492297.1
24439,17,1,0.0,65.0,59767,,5,2018.0,1.0,1,9638,9742.0,344.0,0,1.0,2449426.8
26611,96,0,0.0,70.0,80867,1.0,5,1996.0,,1,2145,6543.0,344.0,1,3.0,2665389.6
75995,32,0,0.0,49.0,4756,8.0,1,2005.0,1.0,1,2788,7559.0,287.0,1,2.0,7604371.5
94912,92,0,0.0,,10151,10.0,7,2008.0,0.0,1,15,5550.0,637.0,0,,9499780.8
33676,36,1,0.0,29.0,57881,2.0,10,2006.0,0.0,0,2290,4886.0,675.0,0,2.0,3373913.6
75020,6,0,1.0,18.0,78226,4.0,3,2009.0,0.0,1,5391,5832.0,251.0,0,1.0,7505819.9
66720,96,0,1.0,12.0,28034,4.0,5,1991.0,0.0,1,6276,7188.0,392.0,0,5.0,6675714.1
64576,34,0,1.0,26.0,92226,5.0,7,2014.0,1.0,0,3254,8244.0,354.0,1,5.0,6463138.4
37845,93,1,1.0,53.0,30695,,5,,0.0,0,4598,5486.0,524.0,0,,3792884.4
5157,58,1,1.0,65.0,76391,9.0,9,,1.0,1,8074,2464.0,422.0,1,,526302.8
3990,44,1,1.0,,74622,5.0,4,1996.0,1.0,0,1288,6111.0,805.0,1,1.0,404538.6
67844,45,0,1.0,51.0,74107,10.0,9,1997.0,0.0,1,5715,727.0,961.0,0,,6790489.7
31209,63,1,0.0,23.0,21208,3.0,9,2008.0,,0,2215,8146.0,439.0,1,10.0,3125990.8
59900,36,0,1.0,66.0,1358,2.0,10,1996.0,1.0,0,6670,5689.0,971.0,0,,5994776.6
31723,19,1,1.0,72.0,64937,8.0,4,,,0,6325,2842.0,295.0,1,5.0,3187117.6
19793,6,0,0.0,,38520,5.0,7,2012.0,0.0,1,4666,9056.0,854.0,1,0.0,1980251.2
97983,76,0,1.0,57.0,59197,8.0,3,2004.0,0.0,1,3233,3364.0,738.0,1,,9806846.4
20586,60,0,0.0,99.0,13408,4.0,6,2007.0,1.0,1,2155,9369.0,383.0,1,3.0,2065934.7
73309,48,1,1.0,41.0,79572,8.0,7,1996.0,1.0,1,9466,5759.0,139.0,1,,7340458.6
55910,97,0,1.0,27.0,1336,,1,2009.0,,1,48,7136.0,544.0,0,1.0,5595244.9
98714,6,1,0.0,10.0,94009,,4,2020.0,0.0,0,3504,2489.0,764.0,0,7.0,9876308.0
93463,24,1,1.0,95.0,50068,9.0,4,,1.0,1,9678,3593.0,738.0,0,2.0,9354794.1
85525,80,1,0.0,55.0,79346,5.0,10,2015.0,1.0,0,2075,4530.0,387.0,0,2.0,8558313.5
74263,40,0,0.0,,89926,,3,,,0,5883,8374.0,888.0,0,0.0,7428602.9
50974,80,0,0.0,39.0,86068,3.0,1,,0.0,1,5557,,947.0,1,10.0,5100640.3
302,23,1,0.0,30.0,81623,10.0,10,1994.0,1.0,1,9024,7783.0,786.0,0,,34373.4
26916,70,1,1.0,97.0,56653,1.0,7,2020.0,1.0,1,3944,4600.0,823.0,0,5.0,2703096.0
62483,27,1,1.0,,97795,5.0,6,2003.0,,0,3522,3566.0,201.0,0,,6261216.3
21149,25,1,,35.0,1676,3.0,6,,1.0,0,2306,1714.0,802.0,1,4.0,2118884.0
35184,61,0,0.0,14.0,71910,,8,2005.0,,0,3132,2108.0,361.0,1,2.0,3520242.5
66628,85,1,0.0,70.0,89998,10.0,5,1997.0,0.0,0,1180,8686.0,723.0,1,1.0,6668709.7
85460,71,1,1.0,58.0,53878,,10,2003.0,0.0,0,6799,4256.0,770.0,1,9.0,8557497.3
60186,64,1,0.0,12.0,40893,10.0,6,2020.0,,1,8750,7473.0,921.0,1,2.0,6024280.0
94070,47,0,0.0,91.0,38161,9.0,4,,1.0,1,9080,8474.0,883.0,1,2.0,9411507.0
27247,42,1,1.0,39.0,98525,10.0,1,,1.0,1,6473,5987.0,405.0,0,,2736774.9
9840,58,0,1.0,36.0,85453,1.0,6,2012.0,1.0,1,6545,2563.0,446.0,0,,990892.2
21460,45,1,0.0,53.0,58072,,1,2014.0,0.0,1,8355,1953.0,484.0,0,3.0,2151657.4
92264,72,1,1.0,26.0,7812,6.0,3,1995.0,,0,6972,3804.0,828.0,1,8.0,9235289.5
9193,96,1,0.0,31.0,27867,3.0,4,2018.0,,0,4946,8898.0,111.0,1,7.0,923138.8
5670,52,0,,56.0,18030,2.0,8,,0.0,0,882,4726.0,814.0,1,3.0,570043.4
55645,37,0,1.0,57.0,91373,2.0,2,,,0,161,,567.0,0,5.0,5571700.8
13138,3,1,0.0,25.0,78252,1.0,3,2009.0,,1,3239,4333.0,423.0,1,8.0,1319407.9
15194,12,1,0.0,4.0,76222,,3,2009.0,1.0,0,1987,8788.0,443.0,0,,1523752.9
94254,79,1,1.0,35.0,95431,7.0,8,1999.0,0.0,1,8107,5416.0,870.0,0,,9431803.9
5473,70,0,0.0,77.0,71903,2.0,4,1992.0,0.0,0,1207,5365.0,705.0,1,7.0,552681.2
28400,76,1,1.0,53.0,76587,1.0,8,1996.0,1.0,0,6621,6534.0,554.0,1,8.0,2852499.6
58280,19,1,1.0,12.0,20278,8.0,8,,,0,696,786.0,880.0,1,,5836801.9
4263,20,0,1.0,26.0,36521,7.0,6,2002.0,0.0,0,6579,4499.0,987.0,0,,433150.2
26492,46,0,0.0,6.0,70808,,5,,0.0,0,8278,2467.0,897.0,1,,2649965.2
1866,41,0,0.0,8.0,81499,3.0,5,2000.0,1.0,0,1421,387.0,176.0,1,0.0,187470.0
8890,44,1,,91.0,65075,7.0,9,2001.0,1.0,1,2466,2087.0,906.0,1,1.0,898429.1
85361,53,1,1.0,16.0,78551,5.0,1,2000.0,1.0,0,8756,6681.0,607.0,1,2.0,8543750.0
17794,71,0,0.0,82.0,62115,6.0,8,1990.0,0.0,1,1574,3886.0,752.0,1,4.0,1782969.0
42378,13,0,0.0,68.0,49290,5.0,4,2010.0,0.0,1,3183,3708.0,180.0,0,0.0,4244979.0
16490,81,1,1.0,62.0,17165,5.0,1,1994.0,,1,3740,1880.0,603.0,0,2.0,1659834.4
143,27,0,0.0,53.0,82480,,2,2010.0,1.0,0,4426,5336.0,911.0,0,,17071.0
63798,11,1,0.0,55.0,83501,8.0,2,1990.0,1.0,1,6025,2041.0,134.0,0,10.0,6388275.0
67215,58,1,1.0,10.0,73740,5.0,9,,,1,851,9640.0,273.0,0,7.0,6728090.9
57689,64,1,1.0,56.0,58020,4.0,6,2011.0,1.0,1,6998,2739.0,959.0,1,6.0,5779614.1
25821,37,0,1.0,58.0,93340,2.0,8,,1.0,1,6389,4753.0,800.0,0,2.0,2587736.5
5640,59,0,0.0,69.0,55331,3.0,5,,0.0,0,4958,,122.0,1,,568560.2
87443,48,1,1.0,41.0,92187,,9,2012.0,0.0,0,2921,9771.0,810.0,1,6.0,8747353.2
14829,91,0,1.0,67.0,84964,6.0,6,2002.0,1.0,1,3275,4849.0,951.0,1,9.0,1487038.2
488,28,1,0.0,80.0,50312,2.0,7,,0.0,0,7643,315.0,660.0,1,3.0,53933.1
76859,82,1,0.0,13.0,73715,2.0,9,,0.0,1,9005,4019.0,826.0,1,1.0,7687938.6
90380,29,0,0.0,20.0,10907,5.0,8,1991.0,1.0,0,5762,7775.0,100.0,0,,9039029.1
59751,49,1,1.0,66.0,26740,3.0,4,1999.0,,1,7799,8379.0,836.0,1,1.0,5988688.9
47063,19,0,0.0,44.0,77177,2.0,6,,1.0,1,9138,5404.0,249.0,1,7.0,4710827.3
30126,9,0,1.0,34.0,87179,4.0,7,,1.0,0,355,492.0,309.0,0,,3017394.4
